iter	MAPE
0	0.1015465902
1	0.1000238052
2	0.09784937311
3	0.09617699766
4	0.09502774468
5	0.09427104865
6	0.09217489049
7	0.09065839056
8	0.09015649185
9	0.08847827865
10	0.08692451468
11	0.0850536924
12	0.08361124303
13	0.08270356271
14	0.08164463048
15	0.08076271054
16	0.07911880188
17	0.07795805373
18	0.07733276623
19	0.07575923202
20	0.07526909644
21	0.07481327477
22	0.07415642296
23	0.07349616734
24	0.07232168023
25	0.07167200937
26	0.07138100085
27	0.07059501933
28	0.07008395199
29	0.06935290342
30	0.06906085658
31	0.0674648614
32	0.06581332504
33	0.06455976478
34	0.06422625281
35	0.06288168847
36	0.06235585815
37	0.06097163044
38	0.05963045902
39	0.05935161068
40	0.05904667258
41	0.05852369091
42	0.0574531954
43	0.05712005481
44	0.05634168139
45	0.05595171136
46	0.05544232305
47	0.05504197693
48	0.05373636618
49	0.05284400238
50	0.05200544335
51	0.05092176209
52	0.04991680247
53	0.04937514241
54	0.04911213967
55	0.04821787538
56	0.04776219451
57	0.04678944183
58	0.04588566416
59	0.04558382062
60	0.04492996959
61	0.04473182972
62	0.04387241279
63	0.04365759862
64	0.04340623239
65	0.04260084065
66	0.04160216189
67	0.04073266141
68	0.03994045359
69	0.03934253993
70	0.03860513635
71	0.03822552792
72	0.03752148443
73	0.03683890303
74	0.03657641836
75	0.0358604673
76	0.03563138152
77	0.03535219648
78	0.03477770054
79	0.03412354172
80	0.03364828933
81	0.03334234268
82	0.03268614464
83	0.03245037993
84	0.03188666976
85	0.03133896618
86	0.03083831524
87	0.03061140466
88	0.03023254156
89	0.02990555719
90	0.02959902054
91	0.02909812656
92	0.02871717563
93	0.02823027043
94	0.02782297483
95	0.02751117895
96	0.02717716458
97	0.02687661458
98	0.02657911853
99	0.02632897837
100	0.0260275889
101	0.0256510882
102	0.02538175797
103	0.02500168812
104	0.02469870583
105	0.02440007237
106	0.02399544937
107	0.02372297513
108	0.02333632944
109	0.02311156975
110	0.02293061832
111	0.02261292357
112	0.02233571978
113	0.02204426621
114	0.021774419
115	0.02151302822
116	0.02122966896
117	0.02105958336
118	0.02080921013
119	0.02053191818
120	0.02029192478
121	0.02003018246
122	0.01980097195
123	0.0195779308
124	0.01934993396
125	0.01916687091
126	0.01898471264
127	0.01875633808
128	0.01851903311
129	0.01827487777
130	0.01806334402
131	0.01784081285
132	0.01763818407
133	0.01747466101
134	0.01730275133
135	0.01713730075
136	0.0169528708
137	0.01673560548
138	0.01648780087
139	0.01630072005
140	0.01610419622
141	0.01588300053
142	0.0156914299
143	0.01549192901
144	0.01531099128
145	0.01516259873
146	0.01496251457
147	0.01476951776
148	0.01459923019
149	0.01444039244
150	0.0142948494
151	0.01415367249
152	0.01400738251
153	0.01383865079
154	0.01370056143
155	0.01352530414
156	0.01337395984
157	0.01323143106
158	0.01308307841
159	0.01297152014
160	0.01285447724
161	0.01271485573
162	0.01256907503
163	0.01245122462
164	0.01228256241
165	0.01215590924
166	0.01203319089
167	0.01189603077
168	0.01175631747
169	0.01164648314
170	0.01149447602
171	0.01140511934
172	0.01129124456
173	0.01117445976
174	0.0110666294
175	0.01095954771
176	0.01086674994
177	0.01075502576
178	0.01066021455
179	0.01055019323
180	0.01045290649
181	0.01036132315
182	0.01027769872
183	0.01019545838
184	0.01010237767
185	0.009997979841
186	0.009902026595
187	0.009815593439
188	0.00972970927
189	0.009637484061
190	0.009554868511
191	0.009472901043
192	0.009371237228
193	0.009293870091
194	0.009209925783
195	0.00913410026
196	0.009054662413
197	0.008984020899
198	0.008914723267
199	0.008848503321
200	0.008791196559
201	0.008736539086
202	0.008693273473
203	0.008633101019
204	0.008565772552
205	0.008506184432
206	0.008442439417
207	0.008397144688
208	0.008352743609
209	0.008289917968
210	0.008237134775
211	0.008183427928
212	0.008120553735
213	0.008070675577
214	0.008013892728
215	0.00793629915
216	0.007890762916
217	0.007834827032
218	0.007793146359
219	0.007751051796
220	0.007714829729
221	0.007637046735
222	0.007566636235
223	0.007524519422
224	0.007470901463
225	0.007431395891
226	0.007395271138
227	0.00736080865
228	0.007316395188
229	0.007275653796
230	0.007226327074
231	0.007191044477
232	0.007133404521
233	0.007102816438
234	0.007047181783
235	0.007014063354
236	0.006984847608
237	0.00694528093
238	0.006895523026
239	0.006858345702
240	0.006814499832
241	0.006760418481
242	0.006726909334
243	0.00668559885
244	0.006639095336
245	0.006597738876
246	0.006568645985
247	0.006521185658
248	0.006469669217
249	0.006440084134
250	0.006407463836
251	0.006370317078
252	0.006322046147
253	0.006287644763
254	0.006251839804
255	0.006216626558
256	0.006185639206
257	0.006148987479
258	0.006120019475
259	0.006094200072
260	0.006059557664
261	0.006033803819
262	0.006000162343
263	0.005963110685
264	0.005933944716
265	0.005900122136
266	0.005867166156
267	0.005836298108
268	0.005809083433
269	0.005783575791
270	0.005753169895
271	0.005725268648
272	0.005696225749
273	0.005667581672
274	0.005643691661
275	0.005618236276
276	0.005586346993
277	0.00555591394
278	0.005526957758
279	0.005501556473
280	0.005482772365
281	0.005451498264
282	0.005425432709
283	0.005396179751
284	0.005368688474
285	0.005343607647
286	0.005323205881
287	0.005298154961
288	0.005277855561
289	0.005251901703
290	0.005229659978
291	0.005207348091
292	0.005186915764
293	0.005162849524
294	0.00514424251
295	0.005119689054
296	0.005100960289
297	0.005083918644
298	0.005067821708
299	0.005048059539
300	0.005030039506
301	0.005014958529
302	0.004996424412
303	0.004979891897
304	0.004961261905
305	0.004946042657
306	0.004926102822
307	0.004908050997
308	0.004889737778
309	0.004872949277
310	0.004858419867
311	0.004846934372
312	0.004827367523
313	0.004814044589
314	0.004803566682
315	0.004786551775
316	0.004770756541
317	0.004756610591
318	0.004740481258
319	0.004727440365
320	0.004711992146
321	0.004695916992
322	0.0046809072
323	0.00466779096
324	0.004653810498
325	0.004641959193
326	0.004630956749
327	0.004617616944
328	0.004604370459
329	0.004592502674
330	0.004580176253
331	0.004566484561
332	0.004553488825
333	0.004541480631
334	0.004531238476
335	0.004520741379
336	0.004510042607
337	0.004495340044
338	0.004482217535
339	0.004467776247
340	0.004455966283
341	0.004442608537
342	0.004432003725
343	0.004418865806
344	0.004409089492
345	0.004397306034
346	0.004388339654
347	0.004378241949
348	0.004368748776
349	0.004356928561
350	0.004347190741
351	0.004335085276
352	0.004321769369
353	0.004311958007
354	0.004302031998
355	0.004293491543
356	0.004285278558
357	0.004276784303
358	0.004266526376
359	0.004258318999
360	0.004249956552
361	0.004238819052
362	0.004231179295
363	0.004222702307
364	0.004214430192
365	0.004206397417
366	0.004198472284
367	0.004190097421
368	0.004181854426
369	0.004173874214
370	0.00416427888
371	0.004153658584
372	0.004147122029
373	0.004140130273
374	0.004132088705
375	0.004126179296
376	0.004118191371
377	0.004112102732
378	0.004105533152
379	0.004099935039
380	0.004093200017
381	0.00408674889
382	0.0040801434
383	0.004075279763
384	0.004070011786
385	0.00406336619
386	0.004058388079
387	0.004050145204
388	0.004042647771
389	0.004035200996
390	0.004030223206
391	0.004022857453
392	0.00401689957
393	0.004011503453
394	0.004007071608
395	0.004002800799
396	0.003995216051
397	0.003990560556
398	0.003985050135
399	0.003981130158
400	0.003973358988
401	0.003968204731
402	0.00396157894
403	0.003954437424
404	0.003949770785
405	0.003944936183
406	0.003938489304
407	0.003932338439
408	0.003926156368
409	0.003923109556
410	0.003918229234
411	0.003912350505
412	0.00390863147
413	0.003903109499
414	0.003896263817
415	0.003890482174
416	0.003887069873
417	0.003882092127
418	0.00387646349
419	0.003871260748
420	0.003865104432
421	0.003859585166
422	0.003855613232
423	0.00385313053
424	0.003848529949
425	0.003843871963
426	0.003837485501
427	0.003831555921
428	0.003824924912
429	0.003819717313
430	0.003813621495
431	0.003810768775
432	0.003807155832
433	0.0038034608
434	0.003800164442
435	0.003795309932
436	0.003789731036
437	0.003785577966
438	0.003780283868
439	0.003776248137
440	0.003773796013
441	0.003768139466
442	0.003765230871
443	0.003763096684
444	0.003758130891
445	0.003754105956
446	0.003750797593
447	0.003748490679
448	0.003742420649
449	0.003738905211
450	0.00373451412
451	0.003730309344
452	0.003728064447
453	0.003723894191
454	0.00371907331
455	0.003716088656
456	0.003712955268
457	0.00371126
458	0.003704846764
459	0.003700140681
460	0.003697893122
461	0.00369403437
462	0.003690675471
463	0.003687683933
464	0.003683925808
465	0.003679824401
466	0.003674052177
467	0.003669207196
468	0.003666267106
469	0.003662176188
470	0.003656524817
471	0.003650951415
472	0.003647844109
473	0.003643032753
474	0.003640301546
475	0.003636841818
476	0.003634447676
477	0.003628524165
478	0.00362621366
479	0.003621797734
480	0.003620426868
481	0.003616469652
482	0.00361251351
483	0.003607353096
484	0.003603984236
485	0.003601270895
486	0.003597269034
487	0.00359207489
488	0.003588314874
489	0.003586103952
490	0.003583210587
491	0.003580584499
492	0.003575492547
493	0.0035694303
494	0.003565475622
495	0.003560953439
496	0.003556659974
497	0.003552335384
498	0.003550007165
499	0.003547542455
500	0.003543889933
501	0.003540395031
502	0.003537590312
503	0.003534577476
504	0.003531787147
505	0.003530095049
506	0.003528060127
507	0.003524838367
508	0.003521141924
509	0.00352002155
510	0.003517845868
511	0.003516336257
512	0.003512097725
513	0.00350804386
514	0.003504724005
515	0.003501022702
516	0.003498763428
517	0.003495856933
518	0.003491135704
519	0.003489027931
520	0.00348462425
521	0.003480376562
522	0.00347682122
523	0.003475001975
524	0.00347279311
525	0.003468698318
526	0.003464863712
527	0.003463271434
528	0.003461167583
529	0.003457555579
530	0.003455229785
531	0.003452213663
532	0.003448908791
533	0.003446691828
534	0.00344187393
535	0.003437404716
536	0.003435047185
537	0.003431983013
538	0.003430054863
539	0.003428337919
540	0.003425518117
541	0.003423642148
542	0.003422139973
543	0.003420057462
544	0.003416767845
545	0.003414116158
546	0.003411026932
